method,environment,attack,seed,round,eval_return_mean,eval_return_std
GeoMedian,Adversary,adaptive,1024,60,-16.536653451338957,4.777731976698406
GeoMedian,Adversary,adaptive,1024,65,-17.337572701201974,5.891723683358077
GeoMedian,Adversary,adaptive,1024,70,-17.771504636854793,6.295476078815085
GeoMedian,Adversary,adaptive,1024,75,-19.137317048523116,6.267742587787197
GeoMedian,Adversary,adaptive,1024,80,-20.095729515758872,6.101020605175384
GeoMedian,Adversary,adaptive,1024,85,-19.76577469052098,6.003474435274999
GeoMedian,Adversary,adaptive,1024,90,-19.557559129330194,6.567889067983362
GeoMedian,Adversary,adaptive,1024,95,-19.596913727012428,5.878507080133275
GeoMedian,Adversary,adaptive,1024,100,-19.82641640271668,6.549314783755362
GeoMedian,Adversary,adaptive,1024,105,-21.150596071335936,6.54248511535818
GeoMedian,Adversary,adaptive,1024,110,-21.6683448446663,7.265251215146862
GeoMedian,Adversary,adaptive,1024,115,-21.810615171832346,7.097001818320184
GeoMedian,Adversary,adaptive,1024,120,-23.60220984305426,8.244078806985229
GeoMedian,Adversary,adaptive,1024,125,-23.798053488190234,8.432535468709363
GeoMedian,Adversary,adaptive,1024,130,-24.378196517225994,8.122037044063585
GeoMedian,Adversary,adaptive,1024,135,-23.982207426371144,9.080353768066624
GeoMedian,Adversary,adaptive,1024,140,-24.71965088718791,10.010374316501377
GeoMedian,Adversary,adaptive,1024,145,-26.361459249226623,10.440205280145522
GeoMedian,Adversary,adaptive,1024,150,-26.00031286587727,11.066581421916771
GeoMedian,Adversary,adaptive,1024,155,-26.4959650843581,10.82797702744662
GeoMedian,Adversary,adaptive,1024,160,-26.379025216546324,10.5868471392194
GeoMedian,Adversary,adaptive,1024,165,-26.014420335328367,11.394940561764763
GeoMedian,Adversary,adaptive,1024,170,-24.448225671819053,11.108367686275676
GeoMedian,Adversary,adaptive,1024,175,-25.647888433601203,11.52256424257471
GeoMedian,Adversary,adaptive,1024,180,-27.060476708735116,11.37149224526953
GeoMedian,Adversary,adaptive,1024,185,-27.24101601573698,11.679966322736586
GeoMedian,Adversary,adaptive,1024,190,-27.062752653210048,12.002132051435703
GeoMedian,Adversary,adaptive,1024,195,-27.21301921789035,12.035385484575478
GeoMedian,Adversary,adaptive,1024,0,-23.149618519776624,12.64569563676585
GeoMedian,Adversary,adaptive,1024,5,-20.695135159294672,9.436292973867424
GeoMedian,Adversary,adaptive,1024,10,-19.65635842299972,6.424156088905361
GeoMedian,Adversary,adaptive,1024,15,-18.706890657220683,5.972804098831755
GeoMedian,Adversary,adaptive,1024,20,-17.749773942441696,5.179925190928306
GeoMedian,Adversary,adaptive,1024,25,-17.992950643774183,5.0590330582484055
GeoMedian,Adversary,adaptive,1024,30,-18.285347161442903,5.394410358647416
GeoMedian,Adversary,adaptive,1024,35,-18.43496983043218,5.999839529609644
GeoMedian,Adversary,adaptive,1024,40,-18.76520505818733,6.129594711906973
GeoMedian,Adversary,adaptive,1024,45,-18.314770025826064,6.0464411743619495
GeoMedian,Adversary,adaptive,1024,50,-19.13249252990505,5.511229668644765
GeoMedian,Adversary,adaptive,1024,55,-19.10069371656717,5.980495684099501
GeoMedian,Adversary,adaptive,1024,60,-19.176679270946117,5.594465820182229
GeoMedian,Adversary,adaptive,1024,65,-19.536212689813592,6.208228453609187
GeoMedian,Adversary,adaptive,1024,70,-20.086831200373005,5.723539204762707
GeoMedian,Adversary,adaptive,1024,75,-20.66397638204655,6.242100023272226
GeoMedian,Adversary,adaptive,1024,80,-22.088496943510563,7.244960283531857
GeoMedian,Adversary,adaptive,1024,85,-20.99201195969952,6.578594233162174
GeoMedian,Adversary,adaptive,1024,90,-21.600187835493593,6.44563719595681
GeoMedian,Adversary,adaptive,1024,95,-21.596672998614984,6.805759200478617
GeoMedian,Adversary,adaptive,1024,100,-22.0424146462533,6.415121968532417
GeoMedian,Adversary,adaptive,1024,105,-22.014505849340793,7.392648353543941
GeoMedian,Adversary,adaptive,1024,110,-22.464621161591985,7.259030504776104
GeoMedian,Adversary,adaptive,1024,115,-22.69192356991988,6.310962110708071
GeoMedian,Adversary,adaptive,1024,120,-21.779213894519398,6.954908561809621
GeoMedian,Adversary,adaptive,1024,125,-21.602227001016317,5.908992341265921
GeoMedian,Adversary,adaptive,1024,130,-21.790540841527797,6.2402626307787
GeoMedian,Adversary,adaptive,1024,135,-22.86142096714898,7.7215502861548195
GeoMedian,Adversary,adaptive,1024,140,-22.420015771474436,7.1054519613060325
GeoMedian,Adversary,adaptive,1024,145,-22.888785537393556,6.800959891376082
GeoMedian,Adversary,adaptive,1024,150,-23.171687669019136,8.17791382314692
GeoMedian,Adversary,adaptive,1024,155,-22.51780982752015,6.443741165222035
GeoMedian,Adversary,adaptive,1024,160,-22.72668693142724,7.212636937466659
GeoMedian,Adversary,adaptive,1024,165,-23.164424319933516,7.285593784614145
GeoMedian,Adversary,adaptive,1024,170,-21.509474135637,7.138724334942837
GeoMedian,Adversary,adaptive,1024,175,-22.31367544977099,6.52647272981314
GeoMedian,Adversary,adaptive,1024,180,-22.59452785972021,7.395065993076245
GeoMedian,Adversary,adaptive,1024,185,-23.052043048710253,7.475806290621723
GeoMedian,Adversary,adaptive,1024,190,-22.793391016611224,7.312648841971192
GeoMedian,Adversary,adaptive,1024,195,-23.29701559256703,6.968149870144097
GeoMedian,Adversary,adaptive,123,0,-21.151319001942575,10.897145058603185
GeoMedian,Adversary,adaptive,123,5,-19.763688048161193,9.598756073366562
GeoMedian,Adversary,adaptive,123,10,-19.926624553461693,7.979352542646427
GeoMedian,Adversary,adaptive,123,15,-18.473095165924192,6.325255367362691
GeoMedian,Adversary,adaptive,123,20,-18.010636279508176,5.885177931989485
GeoMedian,Adversary,adaptive,123,25,-18.130486224434232,5.336955594413591
GeoMedian,Adversary,adaptive,123,30,-18.32901804648825,5.408678167409256
GeoMedian,Adversary,adaptive,123,35,-17.90228260103902,5.596871014989287
GeoMedian,Adversary,adaptive,123,40,-18.76076779898192,5.111921471171264
GeoMedian,Adversary,adaptive,123,45,-18.06019802514938,4.890538694692143
GeoMedian,Adversary,adaptive,123,50,-18.57209018482738,6.146589889211354
GeoMedian,Adversary,adaptive,123,55,-19.76655592779108,5.9991717130702735
GeoMedian,Adversary,adaptive,123,60,-18.58172937960449,6.304314053091165
GeoMedian,Adversary,adaptive,123,65,-19.062046994370046,6.277868751416485
GeoMedian,Adversary,adaptive,123,70,-19.368432685889864,6.197183426134923
GeoMedian,Adversary,adaptive,123,75,-19.792969723328074,6.099124661825435
GeoMedian,Adversary,adaptive,123,80,-19.54386847336344,5.6219244523941185
GeoMedian,Adversary,adaptive,123,85,-19.908876535764634,6.009357342284533
GeoMedian,Adversary,adaptive,123,90,-19.5966527457517,5.87618365765188
GeoMedian,Adversary,adaptive,123,95,-19.709994151201766,6.155618713349549
GeoMedian,Adversary,adaptive,123,100,-19.301672383568906,5.1650300636826145
GeoMedian,Adversary,adaptive,123,105,-18.21106023583126,5.7734944455781205
GeoMedian,Adversary,adaptive,123,110,-18.57936793102045,5.383137875966672
GeoMedian,Adversary,adaptive,123,115,-18.27986156905247,4.616722212845206
GeoMedian,Adversary,adaptive,123,120,-18.57761859705502,5.111621795147049
GeoMedian,Adversary,adaptive,123,125,-18.50466184654767,5.3574894372046895
GeoMedian,Adversary,adaptive,123,130,-18.4171372675409,4.81774919958507
GeoMedian,Adversary,adaptive,123,135,-18.372444263307074,4.688397072295967
GeoMedian,Adversary,adaptive,123,140,-17.91391149657759,5.043088920461999
GeoMedian,Adversary,adaptive,123,145,-18.593010345661256,4.9558101082559265
GeoMedian,Adversary,adaptive,123,150,-18.383903500235476,4.503010072077701
GeoMedian,Adversary,adaptive,123,155,-19.548685277544696,5.714169598538032
GeoMedian,Adversary,adaptive,123,160,-19.22963769751004,6.259935686007823
GeoMedian,Adversary,adaptive,123,165,-19.64345649556123,6.419933465367326
GeoMedian,Adversary,adaptive,123,170,-19.929404931548692,7.036291091371049
GeoMedian,Adversary,adaptive,123,175,-20.654493034900057,6.733032979536419
GeoMedian,Adversary,adaptive,123,180,-20.547714922592768,6.5673497195610455
GeoMedian,Adversary,adaptive,123,185,-20.923332995072208,6.903421314129942
GeoMedian,Adversary,adaptive,123,190,-21.294354485985377,7.0505995712793625
GeoMedian,Adversary,adaptive,123,195,-20.718655914947966,7.414354516160307
GeoMedian,Adversary,adaptive,123,0,-20.957195394085453,10.909545193710509
GeoMedian,Adversary,adaptive,123,5,-20.583088451138128,9.714808055256626
GeoMedian,Adversary,adaptive,123,10,-19.97067294740387,7.180903482246431
GeoMedian,Adversary,adaptive,123,15,-18.80476363206017,6.159607732147334
GeoMedian,Adversary,adaptive,123,20,-18.157683493766903,5.785363110994948
GeoMedian,Adversary,adaptive,123,25,-18.126224881499656,5.667519399140823
GeoMedian,Adversary,adaptive,123,30,-18.142329387628333,5.885627557323143
GeoMedian,Adversary,adaptive,123,35,-18.277178269842107,5.595166814577518
GeoMedian,Adversary,adaptive,123,40,-17.97800564451294,5.718750818757599
GeoMedian,Adversary,adaptive,123,45,-18.00708558215995,5.48718005287005
GeoMedian,Adversary,adaptive,123,50,-17.44990725455868,5.040129353018012
GeoMedian,Adversary,adaptive,123,55,-18.07616408633198,5.094510727367215
GeoMedian,Adversary,adaptive,123,60,-18.205715994964464,4.911956760020479
GeoMedian,Adversary,adaptive,123,65,-17.992567155057863,5.32575310876176
GeoMedian,Adversary,adaptive,123,70,-17.903919529099575,5.706860138129283
GeoMedian,Adversary,adaptive,123,75,-17.727856205433334,5.4323332667079915
GeoMedian,Adversary,adaptive,123,80,-18.58607981037246,5.022716273841907
GeoMedian,Adversary,adaptive,123,85,-18.87745086158555,5.15151008663395
GeoMedian,Adversary,adaptive,123,90,-20.28752405580209,6.21945549885708
GeoMedian,Adversary,adaptive,123,95,-20.86401808794099,6.707244379437941
GeoMedian,Adversary,adaptive,123,100,-21.23562597431716,6.376127576441284
GeoMedian,Adversary,adaptive,123,105,-21.591562340583316,7.011708191769464
GeoMedian,Adversary,adaptive,123,110,-21.21053331862482,6.181775073004318
GeoMedian,Adversary,adaptive,123,115,-21.09929019160575,6.434505625123752
GeoMedian,Adversary,adaptive,123,120,-21.294175505455556,7.161372906459254
GeoMedian,Adversary,adaptive,123,125,-20.465537606618913,5.98667620233966
GeoMedian,Adversary,adaptive,123,130,-21.453561836870016,7.097619874406565
GeoMedian,Adversary,adaptive,123,135,-22.222261919680204,8.106254688791052
GeoMedian,Adversary,adaptive,123,140,-23.013448365046308,8.360779525961785
GeoMedian,Adversary,adaptive,123,145,-24.212329355157216,8.456715596776734
GeoMedian,Adversary,adaptive,123,150,-22.76606389213668,7.681674625750677
GeoMedian,Adversary,adaptive,123,155,-22.973299462653188,7.983481570536156
GeoMedian,Adversary,adaptive,123,160,-22.968701560416584,8.045611615446553
GeoMedian,Adversary,adaptive,123,165,-21.453297367785304,7.428136768253375
GeoMedian,Adversary,adaptive,123,170,-21.84487768606009,7.2639066778155446
GeoMedian,Adversary,adaptive,123,175,-21.300899184533943,6.523908081015248
GeoMedian,Adversary,adaptive,123,180,-21.681353844182862,7.589135216943675
GeoMedian,Adversary,adaptive,123,185,-21.220295142788416,7.199308541814756
GeoMedian,Adversary,adaptive,123,190,-22.067013752094432,7.433019961433339
GeoMedian,Adversary,adaptive,123,195,-19.994965571065983,6.740784834935418
GeoMedian,Adversary,adaptive,42,0,-22.298450386373162,11.266249134000583
GeoMedian,Adversary,adaptive,42,5,-21.33073150523457,9.888583764407684
GeoMedian,Adversary,adaptive,42,10,-19.196619533718827,6.947970467170992
GeoMedian,Adversary,adaptive,42,15,-18.607119490351653,6.4631255933074785
GeoMedian,Adversary,adaptive,42,20,-17.585603204976756,5.797992137217424
GeoMedian,Adversary,adaptive,42,25,-17.38180441391837,5.124639433578774
GeoMedian,Adversary,adaptive,42,30,-17.533980550479956,5.498871427762378
GeoMedian,Adversary,adaptive,42,35,-17.40091095243969,5.171392384756522
GeoMedian,Adversary,adaptive,42,40,-17.664600405916197,4.834454781762723
GeoMedian,Adversary,adaptive,42,45,-17.93479409280193,5.7645910317525155
GeoMedian,Adversary,adaptive,42,50,-18.547547833428734,6.104039392268943
GeoMedian,Adversary,adaptive,42,55,-18.10325282885106,5.6112742571751895
GeoMedian,Adversary,adaptive,42,60,-18.822601308506744,6.234167112587505
GeoMedian,Adversary,adaptive,42,65,-19.394061995779698,6.680428214844141
GeoMedian,Adversary,adaptive,42,70,-18.984793180351435,6.388008571027452
GeoMedian,Adversary,adaptive,42,75,-19.134443700750857,6.957635187105386
GeoMedian,Adversary,adaptive,42,80,-18.957916797579205,6.556002864233949
GeoMedian,Adversary,adaptive,42,85,-19.223361915509205,6.940862392087225
GeoMedian,Adversary,adaptive,42,90,-19.475007078729988,7.0543190028844664
GeoMedian,Adversary,adaptive,42,95,-20.468283910597158,7.385254919481677
GeoMedian,Adversary,adaptive,42,100,-20.07229117545412,7.414868240891081
GeoMedian,Adversary,adaptive,42,105,-19.346268594418692,6.5380426167942725
GeoMedian,Adversary,adaptive,42,110,-20.897061437161163,7.443054432295475
GeoMedian,Adversary,adaptive,42,115,-20.86972174942003,7.013827966568903
GeoMedian,Adversary,adaptive,42,120,-21.265932100639496,7.311123330384196
GeoMedian,Adversary,adaptive,42,125,-21.420881063152393,6.805990775841192
GeoMedian,Adversary,adaptive,42,130,-21.16556146134211,7.4300576359531645
GeoMedian,Adversary,adaptive,42,135,-21.505909375604652,6.647275679586602
GeoMedian,Adversary,adaptive,42,140,-22.438609897076255,7.196395983467681
GeoMedian,Adversary,adaptive,42,145,-21.878600166344157,6.174934813847538
GeoMedian,Adversary,adaptive,42,150,-22.07608730441841,7.083460639456636
GeoMedian,Adversary,adaptive,42,155,-22.57095324097674,7.477343101628942
GeoMedian,Adversary,adaptive,42,160,-23.14417253855859,6.839704495171697
GeoMedian,Adversary,adaptive,42,165,-23.320194188754435,7.907466443871462
GeoMedian,Adversary,adaptive,42,170,-23.209101166521016,7.625302161814105
GeoMedian,Adversary,adaptive,42,175,-22.576454684909034,6.925968464930203
GeoMedian,Adversary,adaptive,42,180,-21.50182452211819,7.111053974881465
GeoMedian,Adversary,adaptive,42,185,-22.05004929365571,6.855146951919377
GeoMedian,Adversary,adaptive,42,190,-22.16471508441536,7.491027868323453
GeoMedian,Adversary,adaptive,42,195,-23.140872424890507,7.209724109519997
GeoMedian,Adversary,adaptive,42,0,-22.667622119352362,11.75018747298208
GeoMedian,Adversary,adaptive,42,5,-19.908079322368714,9.037727784022149
GeoMedian,Adversary,adaptive,42,10,-19.607831290968043,6.870823008680485
GeoMedian,Adversary,adaptive,42,15,-19.67388962557818,6.543438051772232
GeoMedian,Adversary,adaptive,42,20,-18.02323865827475,5.76998112939388
GeoMedian,Adversary,adaptive,42,25,-17.97864886596271,5.64119508307506
GeoMedian,Adversary,adaptive,42,30,-18.059735456290444,5.7356021863175615
GeoMedian,Adversary,adaptive,42,35,-18.21208400427374,6.064262767299593
GeoMedian,Adversary,adaptive,42,40,-17.412324184738736,5.552926221195636
GeoMedian,Adversary,adaptive,42,45,-17.529905067171672,5.681038170648293
GeoMedian,Adversary,adaptive,42,50,-17.969415518253175,6.016096094600422
GeoMedian,Adversary,adaptive,42,55,-17.78295512963156,5.700271497809433
GeoMedian,Adversary,adaptive,42,60,-18.11127303128891,6.040773859488103
GeoMedian,Adversary,adaptive,42,65,-17.979480314947104,6.7887456555728
GeoMedian,Adversary,adaptive,42,70,-18.482770069095036,6.886450900158751
GeoMedian,Adversary,adaptive,42,75,-17.950637539699162,6.320106538796702
GeoMedian,Adversary,adaptive,42,80,-18.305330106258808,6.343220274139832
GeoMedian,Adversary,adaptive,42,85,-17.685368701140526,6.203304526352716
GeoMedian,Adversary,adaptive,42,90,-17.729784648891773,6.016775604216203
GeoMedian,Adversary,adaptive,42,95,-18.64779032329877,6.510338394176211
GeoMedian,Adversary,adaptive,42,100,-18.510774694462473,6.27257988050871
GeoMedian,Adversary,adaptive,42,105,-18.14859897861316,5.5661504263377894
GeoMedian,Adversary,adaptive,42,110,-18.53377411754774,6.000527914975981
GeoMedian,Adversary,adaptive,42,115,-18.392526894109572,5.661305475377205
GeoMedian,Adversary,adaptive,42,120,-18.087597205041728,4.938264996954262
GeoMedian,Adversary,adaptive,42,125,-17.804189790635867,5.888354550752516
GeoMedian,Adversary,adaptive,42,130,-18.441636568909367,6.386659679738114
GeoMedian,Adversary,adaptive,42,135,-18.65003947839453,6.0333855773522185
GeoMedian,Adversary,adaptive,42,140,-18.31338093703784,5.845293327522985
GeoMedian,Adversary,adaptive,42,145,-17.702612330076075,6.086282507090679
GeoMedian,Adversary,adaptive,42,150,-18.80630278333649,6.305407678801477
GeoMedian,Adversary,adaptive,42,155,-18.540654365312953,6.620812890379711
GeoMedian,Adversary,adaptive,42,160,-18.098950464431617,6.4449338880358
GeoMedian,Adversary,adaptive,42,165,-18.636195803578566,6.603078329000527
GeoMedian,Adversary,adaptive,42,170,-18.310727429976854,7.247419930065504
GeoMedian,Adversary,adaptive,42,175,-17.98507949934799,7.040617020610154
GeoMedian,Adversary,adaptive,42,180,-18.17036998220875,7.356254118375158
GeoMedian,Adversary,adaptive,42,185,-18.011774949816896,7.146415677149134
GeoMedian,Adversary,adaptive,42,190,-17.889175128013044,6.829829072076719
GeoMedian,Adversary,adaptive,42,195,-17.043696532569363,6.616285347168565
GeoMedian,Adversary,adaptive,456,0,-21.875491163612658,12.047273627737932
GeoMedian,Adversary,adaptive,456,5,-19.975887651244722,10.006467136524613
GeoMedian,Adversary,adaptive,456,10,-18.28812665764915,8.353026072974087
GeoMedian,Adversary,adaptive,456,15,-17.680008561900447,5.8421231509196225
GeoMedian,Adversary,adaptive,456,20,-16.17008379011172,5.263149709293774
GeoMedian,Adversary,adaptive,456,25,-15.991020493755693,5.116273721270354
GeoMedian,Adversary,adaptive,456,30,-15.957732517164908,4.901911293002804
GeoMedian,Adversary,adaptive,456,35,-16.490131843879237,4.9816202927861335
GeoMedian,Adversary,adaptive,456,40,-16.294814599955377,5.12236283811294
GeoMedian,Adversary,adaptive,456,45,-16.206528074276502,5.356305178056208
GeoMedian,Adversary,adaptive,456,50,-16.043775675429277,5.372112555256373
GeoMedian,Adversary,adaptive,456,55,-15.65907941963614,4.905403361728144
GeoMedian,Adversary,adaptive,456,60,-15.697095781836504,5.110987941466752
GeoMedian,Adversary,adaptive,456,65,-15.297580343144583,5.3786703367800985
GeoMedian,Adversary,adaptive,456,70,-16.26052619126452,5.424602725512831
GeoMedian,Adversary,adaptive,456,75,-15.78621385868471,4.921058690281346
GeoMedian,Adversary,adaptive,456,80,-16.065202457160147,4.692461643112504
GeoMedian,Adversary,adaptive,456,85,-16.95908056111649,4.487148434033369
GeoMedian,Adversary,adaptive,456,90,-15.87915565665595,5.164373150321079
GeoMedian,Adversary,adaptive,456,95,-15.914730264212286,4.854253455999087
GeoMedian,Adversary,adaptive,456,100,-15.521479256862966,4.997832704763879
GeoMedian,Adversary,adaptive,456,105,-15.75739485549585,4.722977697426964
GeoMedian,Adversary,adaptive,456,110,-15.51968637744804,4.893831887336935
GeoMedian,Adversary,adaptive,456,115,-15.278732144478758,5.105506961599692
GeoMedian,Adversary,adaptive,456,120,-15.50461014847952,4.610016372373869
GeoMedian,Adversary,adaptive,456,125,-15.187618879381976,4.916304551295901
GeoMedian,Adversary,adaptive,456,130,-15.872555013656847,4.843958366222484
GeoMedian,Adversary,adaptive,456,135,-16.644141085682982,5.088365617965706
GeoMedian,Adversary,adaptive,456,140,-16.738935825128177,4.15326059563334
GeoMedian,Adversary,adaptive,456,145,-16.33833301025714,4.550286394255966
GeoMedian,Adversary,adaptive,456,150,-16.701636461498133,5.296227867969164
GeoMedian,Adversary,adaptive,456,155,-17.00966426767676,4.7902410474605945
GeoMedian,Adversary,adaptive,456,160,-17.795943471626043,6.487534726454976
GeoMedian,Adversary,adaptive,456,165,-18.36355603952844,6.347782787939938
GeoMedian,Adversary,adaptive,456,170,-19.02817826945816,5.971831356145081
GeoMedian,Adversary,adaptive,456,175,-18.8132081917026,7.534011663742088
GeoMedian,Adversary,adaptive,456,180,-20.39135797401729,8.86294799862312
GeoMedian,Adversary,adaptive,456,185,-19.362815604887405,7.947372482127128
GeoMedian,Adversary,adaptive,456,190,-19.700133014943624,8.31995322584466
GeoMedian,Adversary,adaptive,456,195,-19.60167370426789,7.334653020284649
GeoMedian,Adversary,adaptive,456,0,-21.532843330119395,11.17567246688792
GeoMedian,Adversary,adaptive,456,5,-19.287842194899415,9.810338532040038
GeoMedian,Adversary,adaptive,456,10,-17.792130426756742,7.407740990857345
GeoMedian,Adversary,adaptive,456,15,-17.40001553715219,6.773951181106946
GeoMedian,Adversary,adaptive,456,20,-16.785073206129816,6.103517831609629
GeoMedian,Adversary,adaptive,456,25,-16.672989135539442,6.028022592667385
GeoMedian,Adversary,adaptive,456,30,-16.144060719940935,5.5713263465978295
GeoMedian,Adversary,adaptive,456,35,-16.59777971761193,5.438786713715919
GeoMedian,Adversary,adaptive,456,40,-16.61673784797829,5.293862101147948
GeoMedian,Adversary,adaptive,456,45,-16.60288847155936,5.4096568502713085
GeoMedian,Adversary,adaptive,456,50,-17.404189221928515,5.904576536387931
GeoMedian,Adversary,adaptive,456,55,-17.473603061242265,5.855055627583681
GeoMedian,Adversary,adaptive,456,60,-16.9355695796967,5.7433798649170065
GeoMedian,Adversary,adaptive,456,65,-16.85447909422025,5.4756166986253145
GeoMedian,Adversary,adaptive,456,70,-16.45413277489263,6.060788480300823
GeoMedian,Adversary,adaptive,456,75,-16.525269984121138,6.287283124728307
GeoMedian,Adversary,adaptive,456,80,-17.0716294706246,6.006031353693358
GeoMedian,Adversary,adaptive,456,85,-16.708436716349432,5.652437523096995
GeoMedian,Adversary,adaptive,456,90,-16.898627705445573,5.366178281166521
GeoMedian,Adversary,adaptive,456,95,-16.816064246583515,5.914458991452579
GeoMedian,Adversary,adaptive,456,100,-17.079133858964692,5.457959886964841
GeoMedian,Adversary,adaptive,456,105,-17.09329665219833,5.8167981377462095
GeoMedian,Adversary,adaptive,456,110,-17.427035806526646,5.44797174360878
GeoMedian,Adversary,adaptive,456,115,-17.488632258883605,6.19664893247004
GeoMedian,Adversary,adaptive,456,120,-17.354525041609886,5.979914245842431
GeoMedian,Adversary,adaptive,456,125,-17.70426418052356,6.072517006425633
GeoMedian,Adversary,adaptive,456,130,-18.099759463350996,6.334428549999383
GeoMedian,Adversary,adaptive,456,135,-18.846645216368113,6.861419520672529
GeoMedian,Adversary,adaptive,456,140,-18.81570934047722,7.650505073064293
GeoMedian,Adversary,adaptive,456,145,-18.84362191435339,7.269880759765053
GeoMedian,Adversary,adaptive,456,150,-19.608627300881594,7.438514451944105
GeoMedian,Adversary,adaptive,456,155,-19.24217165563515,7.129720431057377
GeoMedian,Adversary,adaptive,456,160,-19.08748739262944,6.66657492208398
GeoMedian,Adversary,adaptive,456,165,-19.350469062752385,6.448113285799565
GeoMedian,Adversary,adaptive,456,170,-19.229586721495178,6.395682758720371
GeoMedian,Adversary,adaptive,456,175,-19.04230850959565,6.230579551918305
GeoMedian,Adversary,adaptive,456,180,-18.541090900464653,5.930707459254793
GeoMedian,Adversary,adaptive,456,185,-19.1596037040892,6.181652732964773
GeoMedian,Adversary,adaptive,456,190,-18.773368384448478,6.219384877100525
GeoMedian,Adversary,adaptive,456,195,-18.72829029957785,6.3617013193583185
GeoMedian,Adversary,adaptive,789,0,-22.457449409480212,10.350874507819634
GeoMedian,Adversary,adaptive,789,5,-21.98760695743859,9.602621786466319
GeoMedian,Adversary,adaptive,789,10,-20.76697790199649,8.40721562093016
GeoMedian,Adversary,adaptive,789,15,-19.056898708399462,6.936428782516205
GeoMedian,Adversary,adaptive,789,20,-18.052919441514682,6.916783854485319
GeoMedian,Adversary,adaptive,789,25,-18.41116137270597,6.926046082089848
GeoMedian,Adversary,adaptive,789,30,-17.983457401797562,6.707651364066378
GeoMedian,Adversary,adaptive,789,35,-18.649677670757978,6.917923575524524
GeoMedian,Adversary,adaptive,789,40,-18.73041367891378,7.191959846542716
GeoMedian,Adversary,adaptive,789,45,-19.241335910516227,7.110050702391452
GeoMedian,Adversary,adaptive,789,50,-19.123555596688668,7.092701006036557
GeoMedian,Adversary,adaptive,789,55,-19.755817501723406,7.098895230935026
GeoMedian,Adversary,adaptive,789,60,-19.35647558283022,7.0603253091336144
GeoMedian,Adversary,adaptive,789,65,-20.22290437633531,7.48425149056307
GeoMedian,Adversary,adaptive,789,70,-19.95278336603019,7.268621816539024
GeoMedian,Adversary,adaptive,789,75,-20.374744203986495,7.332390269763252
GeoMedian,Adversary,adaptive,789,80,-20.89936888135946,7.539717138203747
GeoMedian,Adversary,adaptive,789,85,-21.305075341194588,7.7598377664743134
GeoMedian,Adversary,adaptive,789,90,-20.90070135711478,7.83112439224278
GeoMedian,Adversary,adaptive,789,95,-20.575901112390063,7.7453220636409945
GeoMedian,Adversary,adaptive,789,100,-21.909552984616546,8.876900403409316
GeoMedian,Adversary,adaptive,789,105,-22.098116263702316,8.706984981786897
GeoMedian,Adversary,adaptive,789,110,-21.994738773185556,8.781071787801688
GeoMedian,Adversary,adaptive,789,115,-21.446760509963887,7.903492713924391
GeoMedian,Adversary,adaptive,789,120,-21.17325693850909,8.047647104257056
GeoMedian,Adversary,adaptive,789,125,-21.725825396921817,7.815815416854138
GeoMedian,Adversary,adaptive,789,130,-21.821569709202727,8.049934688617425
GeoMedian,Adversary,adaptive,789,135,-22.464239088124287,7.913305503503274
GeoMedian,Adversary,adaptive,789,140,-22.92763627965009,8.177945545371765
GeoMedian,Adversary,adaptive,789,145,-23.806552411890703,8.424449257957098
GeoMedian,Adversary,adaptive,789,150,-24.898860849879718,8.541145346197702
GeoMedian,Adversary,adaptive,789,155,-25.212388446300963,8.594352799466542
GeoMedian,Adversary,adaptive,789,160,-26.1554554693667,8.826128987576725
GeoMedian,Adversary,adaptive,789,165,-25.71920126536178,9.354355337466192
GeoMedian,Adversary,adaptive,789,170,-27.144156411641614,9.477255684409593
GeoMedian,Adversary,adaptive,789,175,-25.426054111702793,9.085138473013766
GeoMedian,Adversary,adaptive,789,180,-24.996167539360275,9.240671030585549
GeoMedian,Adversary,adaptive,789,185,-24.733736022070538,9.038273251130343
GeoMedian,Adversary,adaptive,789,190,-26.33953698243415,9.483938469645494
GeoMedian,Adversary,adaptive,789,195,-25.816110505671123,9.276752914951597
GeoMedian,Adversary,adaptive,789,0,-21.975182966468843,9.94749269713108
GeoMedian,Adversary,adaptive,789,5,-21.79073375811274,9.383775084365153
GeoMedian,Adversary,adaptive,789,10,-21.22092538769744,8.42177094617838
GeoMedian,Adversary,adaptive,789,15,-19.743361281418323,7.557244267619034
GeoMedian,Adversary,adaptive,789,20,-18.80721811684169,6.874869138444271
GeoMedian,Adversary,adaptive,789,25,-18.940473205720025,6.867305108982488
GeoMedian,Adversary,adaptive,789,30,-18.877922925746386,6.759404555510383
GeoMedian,Adversary,adaptive,789,35,-19.171878356522235,6.945773216887618
GeoMedian,Adversary,adaptive,789,40,-19.333475860406583,6.982086271324774
GeoMedian,Adversary,adaptive,789,45,-19.37366459783697,7.166927287482025
GeoMedian,Adversary,adaptive,789,50,-19.340243384763824,7.345200599712375
GeoMedian,Adversary,adaptive,789,55,-19.40480927912994,7.054723161274607
GeoMedian,Adversary,adaptive,789,60,-19.744864162815414,7.114024641549275
GeoMedian,Adversary,adaptive,789,65,-20.307169944951717,6.812449019809411
GeoMedian,Adversary,adaptive,789,70,-20.58492056806591,7.263699531402999
GeoMedian,Adversary,adaptive,789,75,-21.341623173711547,8.062528289310148
