method,environment,attack,seed,round,eval_return_mean,eval_return_std
FedAvg,Adversary,adaptive,123,40,-16.4808094159941,5.679313981260598
FedAvg,Adversary,adaptive,123,45,-16.364088100706773,5.838131541751278
FedAvg,Adversary,adaptive,123,50,-15.914811962234808,6.11065376108647
FedAvg,Adversary,adaptive,123,55,-16.66359111495487,6.086065221063863
FedAvg,Adversary,adaptive,123,60,-17.14113293235411,6.075526586730297
FedAvg,Adversary,adaptive,123,65,-16.79516712121097,6.224442593863236
FedAvg,Adversary,adaptive,123,70,-16.163849781211464,6.166282119348689
FedAvg,Adversary,adaptive,123,75,-16.35002489892495,6.105722780651403
FedAvg,Adversary,adaptive,123,80,-15.852313459457235,5.747578863812098
FedAvg,Adversary,adaptive,123,85,-17.09449583240541,6.170085509227307
FedAvg,Adversary,adaptive,123,90,-17.253946434912486,6.405753891652016
FedAvg,Adversary,adaptive,123,95,-16.141427128815497,5.262464847052376
FedAvg,Adversary,adaptive,123,100,-16.189495087593876,5.786861116239239
FedAvg,Adversary,adaptive,123,105,-15.719053574791399,5.989867923206561
FedAvg,Adversary,adaptive,123,110,-15.862168762062357,5.683293652623797
FedAvg,Adversary,adaptive,123,115,-15.180770264441112,5.915208595779571
FedAvg,Adversary,adaptive,123,120,-16.42513256920376,6.52241479056975
FedAvg,Adversary,adaptive,123,125,-16.310977986962826,5.954676806628012
FedAvg,Adversary,adaptive,123,130,-16.349315722620698,6.082887182431068
FedAvg,Adversary,adaptive,123,135,-15.570351179958038,6.258037952748906
FedAvg,Adversary,adaptive,123,140,-16.125259596665103,6.290418607146213
FedAvg,Adversary,adaptive,123,145,-15.733399940459751,6.181542357726355
FedAvg,Adversary,adaptive,123,150,-16.597471197140525,6.3310444103748456
FedAvg,Adversary,adaptive,123,155,-17.003568084687263,6.198972679279006
FedAvg,Adversary,adaptive,123,160,-17.04582699178381,6.673589805887185
FedAvg,Adversary,adaptive,123,165,-17.009560321564827,6.777598974899706
FedAvg,Adversary,adaptive,123,170,-16.842288166095,6.504413149129986
FedAvg,Adversary,adaptive,123,175,-16.986163778057477,6.317842420188646
FedAvg,Adversary,adaptive,123,180,-17.152072547383227,6.5077227152323855
FedAvg,Adversary,adaptive,123,185,-17.612895761641006,6.412738649025244
FedAvg,Adversary,adaptive,123,190,-17.407382510298532,6.338260538334247
FedAvg,Adversary,adaptive,123,195,-17.12587534324586,6.887111744871741
FedAvg,Adversary,adaptive,123,0,-21.347713616452033,11.390494043620516
