experiment,environment,env_label,aggregator,agg_label,attack,seed,n_clients,n_byzantine,byz_fraction,reward_mean,reward_std,eval_return_mean,eval_return_std,comm_cost,time_per_round,convergence_round,trust_tpr,trust_fpr,trust_mean_honest,trust_mean_byzantine
simple_spread_v3_foolsgold_hist_normalized_n6_b3_r200_s456,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,normalized,456,6,3,0.5,-1.15334129379908,0.03929860347802236,-28.75297883362817,0.5731108554383598,0.5980551891538188,1.7209561109542846,0.0,,,,
simple_spread_v3_foolsgold_hist_normalized_n6_b3_r200_s789,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,normalized,789,6,3,0.5,-0.8501659523414601,0.01623676098966287,-19.923348164773348,0.4271171582188031,0.5718903765316978,1.7110211610794068,40.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b1_r200_s1024,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,1024,6,1,0.16666666666666666,-1.029306240598784,0.03661281909578672,-24.613473102599745,0.4799096910223076,1.5141057285163242,1.6901957511901855,10.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b1_r200_s123,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,123,6,1,0.16666666666666666,-1.022044554962389,0.029863490181779632,-25.743223497433164,0.760789354930133,1.4829440284279078,1.7095428705215454,0.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b1_r200_s42,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,42,6,1,0.16666666666666666,-1.0257465007590632,0.020376868410192806,-24.260508009195604,0.19135871527024875,1.4971994801424349,1.7116821646690368,80.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b1_r200_s456,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,456,6,1,0.16666666666666666,-1.0187725954735392,0.02386894251756195,-23.72246391128446,0.6180704724720013,1.5411522738724799,1.7089839220046996,40.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b1_r200_s789,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,789,6,1,0.16666666666666666,-1.0130044426981977,0.027081268553533377,-25.613421457232242,0.3473176556867668,1.5470259286276415,1.7394084572792052,70.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b3_r200_s1024,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,1024,6,3,0.5,-1.0375498451746632,0.03212226782932583,-22.950767477773272,0.5453506711924717,1.4694855431817806,1.7022722244262696,170.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b3_r200_s123,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,123,6,3,0.5,-1.0233865552789863,0.03825384404918826,-23.521250956463035,1.1901581028928379,1.4326827121660286,1.7259827971458435,85.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b3_r200_s42,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,42,6,3,0.5,-1.0274576122631678,0.023690278609629033,-26.206129024562735,0.7061810316707257,0.9029323743902025,1.6983312726020814,0.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b3_r200_s456,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,456,6,3,0.5,-1.029914357955305,0.036464115214941334,-27.51175321525468,0.4705020186383005,1.5568747454247114,1.6964078783988952,0.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b3_r200_s789,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,789,6,3,0.5,-1.0240744096824983,0.026349038385556994,-26.2571089274567,1.0647657385417886,1.4958777446866862,1.7113047122955323,5.0,,,,
simple_spread_v3_foolsgold_hist_sign_flip_n6_b3_r30_s42,simple_spread_v3,Spread,foolsgold_hist,FoolsGold*,sign_flip,42,6,3,0.5,-1.0205994400015719,0.03345712233468939,,,0.8789778830902844,0.8575759530067444,,,,,
simple_spread_v3_foolsgold_none_n6_b0_r200_s1024,simple_spread_v3,Spread,foolsgold,FoolsGold,none,1024,6,0,0.0,-0.838115188471422,0.014991176877823486,-19.91690653829086,0.5243931098448706,0.7116176074262931,1.6994409799575805,150.0,,,,
simple_spread_v3_foolsgold_none_n6_b0_r200_s123,simple_spread_v3,Spread,foolsgold,FoolsGold,none,123,6,0,0.0,-0.8490738632139095,0.019845330470111243,-19.322921769172922,0.3709600334315587,0.7092555417972561,4.680512154102326,40.0,,,,
simple_spread_v3_foolsgold_none_n6_b0_r200_s42,simple_spread_v3,Spread,foolsgold,FoolsGold,none,42,6,0,0.0,-1.1353017558641383,0.02347239002943581,-29.18708353054729,0.4420658554171441,0.6418275589928112,4.729722356796264,0.0,,,,
simple_spread_v3_foolsgold_none_n6_b0_r200_s456,simple_spread_v3,Spread,foolsgold,FoolsGold,none,456,6,0,0.0,-0.8369113452678578,0.014552378103254025,-18.992958665969862,0.596614205274623,0.6773447409199735,6.354505157470703,180.0,,,,
simple_spread_v3_foolsgold_none_n6_b0_r200_s789,simple_spread_v3,Spread,foolsgold,FoolsGold,none,789,6,0,0.0,-0.84986613105165,0.025826413788113102,-19.015184557072743,0.2456439074940813,0.7347417009430718,1.7092597365379334,40.0,,,,
simple_spread_v3_foolsgold_normalized_n6_b3_r200_s1024,simple_spread_v3,Spread,foolsgold,FoolsGold,normalized,1024,6,3,0.5,-1.1818301191107108,0.036916684370447574,-28.802055375022547,0.735062252013055,0.5487366610655352,1.6657814264297486,0.0,,,,
simple_spread_v3_foolsgold_normalized_n6_b3_r200_s123,simple_spread_v3,Spread,foolsgold,FoolsGold,normalized,123,6,3,0.5,-0.8537955468661774,0.0175406245193474,-19.703186069349115,0.48664353260011095,0.6148425422819982,4.682081854343414,40.0,,,,
simple_spread_v3_foolsgold_normalized_n6_b3_r200_s42,simple_spread_v3,Spread,foolsgold,FoolsGold,normalized,42,6,3,0.5,-0.8497881597950887,0.016896328734874438,-19.626762229921777,0.4445162355299177,0.65090945778572,4.7620400309562685,40.0,,,,
simple_spread_v3_foolsgold_normalized_n6_b3_r200_s456,simple_spread_v3,Spread,foolsgold,FoolsGold,normalized,456,6,3,0.5,-0.8325608524902245,0.0165759337011262,-20.358888296065786,0.5150504437860653,0.5833119106294038,2.7318994760513307,90.0,,,,
simple_spread_v3_foolsgold_normalized_n6_b3_r200_s789,simple_spread_v3,Spread,foolsgold,FoolsGold,normalized,789,6,3,0.5,-1.1379271852589512,0.022933899408421596,-29.49277597591007,1.4537033874383407,0.5889164419358917,1.7081445693969726,0.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b1_r200_s1024,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,1024,6,1,0.16666666666666666,-1.0221728317494514,0.01719294350083524,-24.353676982415557,0.4727144436407345,1.5238653220768374,1.7253202080726624,50.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b1_r200_s123,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,123,6,1,0.16666666666666666,-1.0293527152186521,0.02874062867132084,-24.89288080356974,0.4878164437126854,1.4548403548232784,4.680421507358551,55.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b1_r200_s42,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,42,6,1,0.16666666666666666,-1.0303944269634115,0.018474696818127072,-25.097217724710326,0.9810114970170277,1.5233226034431553,4.740217053890229,15.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b1_r200_s456,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,456,6,1,0.16666666666666666,-1.016419728920382,0.026457772044730786,-25.433439359325902,0.3205314046325005,1.5555535727875591,4.774604904651642,35.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b1_r200_s789,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,789,6,1,0.16666666666666666,-1.0274153531014125,0.03455818105988492,-26.820515227964044,1.3427500645411041,1.5605860098044009,1.7141098618507384,0.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b3_r200_s1024,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,1024,6,3,0.5,-1.0615745898891535,0.027321082316481865,-25.302692987621608,0.8481156297996877,1.5588358166947862,1.7113189220428466,45.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b3_r200_s123,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,123,6,3,0.5,-1.0260720090861388,0.026308597045026992,-24.475672767930003,0.37399690244926814,1.5740650744846785,4.66800434589386,0.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b3_r200_s42,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,42,6,3,0.5,-1.0336043065198977,0.022143191539770415,-25.783937479229458,0.9535687438214732,1.6685670787804496,4.739373457431793,50.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b3_r200_s456,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,456,6,3,0.5,-1.0156348481748876,0.0232675975501536,-24.342450659709037,1.35288162378564,1.2723637349522183,4.761243069171906,180.0,,,,
simple_spread_v3_foolsgold_sign_flip_n6_b3_r200_s789,simple_spread_v3,Spread,foolsgold,FoolsGold,sign_flip,789,6,3,0.5,-1.033449496395085,0.026090077294662076,-26.56380370776632,0.5135368094168492,1.5399361966773544,1.6840131521224975,0.0,,,,
simple_spread_v3_geometric_median_adaptive_strategic_n6_b3_r200_s1024,simple_spread_v3,Spread,geometric_median,GeoMedian,adaptive_strategic,1024,6,3,0.5,-1.026258084563103,0.025072354600919177,-23.895074545926107,0.7171058852187604,0.9390116743649355,1.720738959312439,10.0,,,,
simple_spread_v3_geometric_median_adaptive_strategic_n6_b3_r200_s123,simple_spread_v3,Spread,geometric_median,GeoMedian,adaptive_strategic,123,6,3,0.5,-1.011572029149224,0.02946970362763754,-23.00682476415559,1.4872671560517332,2.5413587919634932,91.2782035946846,35.0,,,,
simple_spread_v3_geometric_median_adaptive_strategic_n6_b3_r200_s42,simple_spread_v3,Spread,geometric_median,GeoMedian,adaptive_strategic,42,6,3,0.5,-1.0305911194945157,0.03203864974556931,-27.14405265481043,1.2860171847583568,3.4658241746437155,94.07138608694076,0.0,,,,
simple_spread_v3_geometric_median_adaptive_strategic_n6_b3_r200_s456,simple_spread_v3,Spread,geometric_median,GeoMedian,adaptive_strategic,456,6,3,0.5,-1.021471769911022,0.023489635395999613,-26.845155548689277,0.5258710681939596,2.92586148941285,81.79373434782028,0.0,,,,
simple_spread_v3_geometric_median_adaptive_strategic_n6_b3_r200_s789,simple_spread_v3,Spread,geometric_median,GeoMedian,adaptive_strategic,789,6,3,0.5,-1.0101798095702332,0.01911858621761961,-24.507710235909602,1.2543727302014638,1.083177437374197,1.7281970739364625,110.0,,,,
simple_spread_v3_geometric_median_none_n6_b0_r200_s1024,simple_spread_v3,Spread,geometric_median,GeoMedian,none,1024,6,0,0.0,-0.8501323388325105,0.023671401575491094,-20.433966106672507,0.3417868700290554,0.7066483668077449,1.6919482946395874,40.0,,,,
simple_spread_v3_geometric_median_none_n6_b0_r200_s123,simple_spread_v3,Spread,geometric_median,GeoMedian,none,123,6,0,0.0,-0.9457533093941664,0.02158310923168018,-23.960870088321144,1.101828665088419,0.9223986556330208,44.4086239695549,40.0,,,,
simple_spread_v3_geometric_median_none_n6_b0_r200_s42,simple_spread_v3,Spread,geometric_median,GeoMedian,none,42,6,0,0.0,-0.8742460325131457,0.023689730854826115,-21.357503294872515,0.43994759977598047,0.8691820563631868,44.6875741481781,40.0,,,,
simple_spread_v3_geometric_median_none_n6_b0_r200_s456,simple_spread_v3,Spread,geometric_median,GeoMedian,none,456,6,0,0.0,-1.0956054229672079,0.02711397415498466,-27.08894207775547,0.6212457022701317,0.8271939564550564,44.08576023578644,0.0,,,,
simple_spread_v3_geometric_median_none_n6_b0_r200_s789,simple_spread_v3,Spread,geometric_median,GeoMedian,none,789,6,0,0.0,-0.8401906654384845,0.018210722476087095,-19.679120356832954,0.729059154319789,0.7057493459323999,1.7069347739219665,135.0,,,,
simple_spread_v3_geometric_median_normalized_n6_b3_r200_s1024,simple_spread_v3,Spread,geometric_median,GeoMedian,normalized,1024,6,3,0.5,-1.0098690435472197,0.033591906682173524,-24.980686546521504,0.23487844133311223,1.4576961539376494,1.7349011898040771,30.0,,,,
simple_spread_v3_geometric_median_normalized_n6_b3_r200_s123,simple_spread_v3,Spread,geometric_median,GeoMedian,normalized,123,6,3,0.5,-1.0177466566127262,0.020449455179748527,-25.932225983839437,0.28847310955466077,3.7235582977425636,88.74322593212128,55.0,,,,
simple_spread_v3_geometric_median_normalized_n6_b3_r200_s42,simple_spread_v3,Spread,geometric_median,GeoMedian,normalized,42,6,3,0.5,-1.0246962729651563,0.0297032658212909,-25.253190743205636,0.6988010979492084,3.802998931830995,93.96257492303849,75.0,,,,
simple_spread_v3_geometric_median_normalized_n6_b3_r200_s456,simple_spread_v3,Spread,geometric_median,GeoMedian,normalized,456,6,3,0.5,-1.0135334070887414,0.023823304282933142,-23.165848515378286,0.48566504465367305,3.826703575706098,74.44368858337403,155.0,,,,
simple_spread_v3_geometric_median_normalized_n6_b3_r200_s789,simple_spread_v3,Spread,geometric_median,GeoMedian,normalized,789,6,3,0.5,-1.023204023786484,0.03265249468237074,-25.543117034484176,0.5717351436086654,1.500200811635986,1.7271703124046325,20.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b1_r200_s1024,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,1024,6,1,0.16666666666666666,-0.8517549565715372,0.015305857845518498,-19.64091182981007,0.5365357623354952,0.6967987200755081,1.7118658781051637,40.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b1_r200_s123,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,123,6,1,0.16666666666666666,-1.1538941815565256,0.025331324136672398,-29.986991223658833,1.84839907938858,1.1050049281884695,89.71679537296295,0.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b1_r200_s42,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,42,6,1,0.16666666666666666,-0.8472138666553173,0.018699219464018684,-19.637460311410994,0.4183327947828283,1.0695005844344891,98.48735768795014,40.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b1_r200_s456,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,456,6,1,0.16666666666666666,-0.9500225247876759,0.02625244383710412,-21.68900886665262,0.4403656389913534,1.158707689286381,78.93969038724899,110.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b1_r200_s789,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,789,6,1,0.16666666666666666,-1.1417435768677033,0.03039452617935637,-28.545932386389406,1.3166393338808773,0.6594758995668977,1.708901572227478,0.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b3_r200_s1024,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,1024,6,3,0.5,-1.0218781004934585,0.030356986371930583,-23.54673352907927,0.8892109659846281,1.508034889923708,1.7224905967712403,75.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b3_r200_s123,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,123,6,3,0.5,-1.0256089178628327,0.019969731764450577,-23.17649775918347,0.8711547712287389,3.0645023770262965,92.61998871564865,110.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b3_r200_s42,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,42,6,3,0.5,-1.0337267036167017,0.02577496281449925,-25.04168931073423,0.9059559813918046,3.2100522055882243,94.29812786579132,15.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b3_r200_s456,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,456,6,3,0.5,-1.0329111557373585,0.026782708460458417,-24.89270886251172,1.3795093455437,3.001259827667146,85.4828974366188,40.0,,,,
simple_spread_v3_geometric_median_sign_flip_n6_b3_r200_s789,simple_spread_v3,Spread,geometric_median,GeoMedian,sign_flip,789,6,3,0.5,-1.025735303764059,0.028177712919372128,-25.10766915488481,1.6756707806689342,1.8360820031031984,1.6892539501190185,40.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s1024,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,1024,6,3,0.5,-1.0076231914853246,0.02140414076135603,-23.615766357220316,0.504450742599256,0.7994367548603888,1.6921580910682679,50.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s123,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,123,6,3,0.5,-1.0008362901946588,0.03029373661350569,-22.65784817464275,0.4676600329315602,0.7879324132293509,4.666026723384857,25.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s16384,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,16384,6,3,0.5,-1.0260295067023901,0.031675887032591096,-23.57949699299305,0.814281621091949,1.3168259084261744,1.7436788558959961,5.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s2024,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,2024,6,3,0.5,-1.0535390390998791,0.029605786184022563,-27.34556083803427,0.9801024767048471,0.6828104418793786,1.724869966506958,0.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s32768,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,32768,6,3,0.5,-0.9975486313146223,0.02194778890761119,-25.319115556445745,1.0980281366977886,1.4142038087000264,1.7333110213279723,100.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s4096,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,4096,6,3,0.5,-1.0169864904123647,0.029548960935994642,-26.975434292395484,1.1160131505926043,1.2242688412869498,1.7004149794578551,0.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s42,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,42,6,3,0.5,-1.0004204746518293,0.028843733888127703,-22.341552424290423,1.3244414606415489,1.5398753689845697,6.412982749938965,105.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s456,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,456,6,3,0.5,-1.0101849218176473,0.024096379369376825,-23.019925353751802,0.6057165455694675,0.7919990079225014,5.991197192668915,70.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s789,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,789,6,3,0.5,-1.0262024622827393,0.023259500716367613,-25.420820501707198,0.4723306130686425,1.1505354353471462,1.6784730911254884,15.0,,,,
simple_spread_v3_krum_adaptive_strategic_n6_b3_r200_s8192,simple_spread_v3,Spread,krum,Krum,adaptive_strategic,8192,6,3,0.5,-1.0203458505065741,0.02698340458537851,-23.907634689769633,1.0442235338709447,1.2816313106694825,1.727375614643097,20.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s1024,simple_spread_v3,Spread,krum,Krum,none,1024,6,0,0.0,-1.1755144400087314,0.03235594494581079,-27.31758938249889,0.7535754600293634,0.7385292500653657,1.6567733764648438,10.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s123,simple_spread_v3,Spread,krum,Krum,none,123,6,0,0.0,-1.138635435112121,0.027613575781269446,-28.658152464390007,0.4888082667136026,0.7145480836633906,2.731393837928772,0.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s16384,simple_spread_v3,Spread,krum,Krum,none,16384,6,0,0.0,-1.1411414123281358,0.03407798768320287,-29.448481790865145,1.2158212385968266,0.708439866927537,1.747176992893219,0.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s2024,simple_spread_v3,Spread,krum,Krum,none,2024,6,0,0.0,-0.8601339022264268,0.019296258518831995,-19.452282902728662,0.7187145752798241,0.8076184055598461,1.6931707501411437,185.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s32768,simple_spread_v3,Spread,krum,Krum,none,32768,6,0,0.0,-1.1631508517375835,0.0339810292283175,-28.718233254855974,0.9485460536679132,0.6926706614693428,1.7449122071266174,0.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s4096,simple_spread_v3,Spread,krum,Krum,none,4096,6,0,0.0,-1.163688928514951,0.02070243974882849,-28.128228216229648,1.4073166563256245,0.6136307718123203,1.6814440131187438,0.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s42,simple_spread_v3,Spread,krum,Krum,none,42,6,0,0.0,-1.0873641575980832,0.03306380630143046,-26.860267438239013,0.5561744426800044,0.8550518913987112,1.6897176027297973,0.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s456,simple_spread_v3,Spread,krum,Krum,none,456,6,0,0.0,-1.1313408344889386,0.03486909235012694,-28.343822109492443,1.1203370869481455,0.7798519474920929,6.41566264629364,0.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s789,simple_spread_v3,Spread,krum,Krum,none,789,6,0,0.0,-1.1638243951199958,0.026904632357153055,-27.716140314881965,0.9844956890682394,0.706901531372372,1.7447944641113282,0.0,,,,
simple_spread_v3_krum_none_n6_b0_r200_s8192,simple_spread_v3,Spread,krum,Krum,none,8192,6,0,0.0,-1.0990519745779281,0.025199609964773478,-26.130539939373797,1.6404035953591813,0.7612364635733325,1.7314483284950257,5.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s1024,simple_spread_v3,Spread,krum,Krum,normalized,1024,6,3,0.5,-1.010333799149179,0.012620763845185182,-25.925814672294212,0.7665729665852969,1.5022390612748435,1.6753607392311096,5.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s123,simple_spread_v3,Spread,krum,Krum,normalized,123,6,3,0.5,-1.0209924692152916,0.03502492483667021,-24.75713797875853,1.041733440189407,1.4308923170871242,4.67839947938919,25.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s16384,simple_spread_v3,Spread,krum,Krum,normalized,16384,6,3,0.5,-1.020045666862631,0.033795828285030624,-26.431066084816578,1.4707124146654318,1.5459940459850745,1.7136401653289794,0.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s2024,simple_spread_v3,Spread,krum,Krum,normalized,2024,6,3,0.5,-1.0185598730498564,0.027521075683282634,-25.322297249589557,0.630033340536279,1.591537996753199,1.7417596697807312,5.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s32768,simple_spread_v3,Spread,krum,Krum,normalized,32768,6,3,0.5,-1.0162576382699047,0.03025758761310014,-25.60372723308587,1.3400976219301046,1.546498019228852,1.7094476222991943,35.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s4096,simple_spread_v3,Spread,krum,Krum,normalized,4096,6,3,0.5,-1.0163090254650737,0.028146821063327703,-24.46016518519633,0.5297471445739856,1.563888891148613,1.6725195288658141,70.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s42,simple_spread_v3,Spread,krum,Krum,normalized,42,6,3,0.5,-1.0198888354496247,0.03476451988009367,-25.420519934606386,0.28909645876092116,1.478452938807838,6.431073427200317,20.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s456,simple_spread_v3,Spread,krum,Krum,normalized,456,6,3,0.5,-1.0280622630652567,0.031579107460786855,-24.171111273666895,0.5875855195359088,1.5188373539160462,6.391372692584992,15.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s789,simple_spread_v3,Spread,krum,Krum,normalized,789,6,3,0.5,-1.021455607279827,0.02029022700425599,-25.254660383316182,0.4186204649218607,1.559957860103173,1.7469882130622865,25.0,,,,
simple_spread_v3_krum_normalized_n6_b3_r200_s8192,simple_spread_v3,Spread,krum,Krum,normalized,8192,6,3,0.5,-1.0375688058878312,0.02737083990708511,-25.63658019719155,0.7453190222647214,1.5039035856723024,1.7281700491905212,60.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s1024,simple_spread_v3,Spread,krum,Krum,sign_flip,1024,6,1,0.16666666666666666,-0.8509030770012135,0.017358078940378312,-21.034047929329695,0.4345268893069286,0.8003591702353455,1.6920072197914124,130.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s123,simple_spread_v3,Spread,krum,Krum,sign_flip,123,6,1,0.16666666666666666,-1.1503947529123322,0.038146501624954324,-25.936136087099243,1.369092576590978,0.7359519458056005,6.388374280929566,0.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s16384,simple_spread_v3,Spread,krum,Krum,sign_flip,16384,6,1,0.16666666666666666,-1.168743978936617,0.030338057752576007,-28.284037309400247,1.4308230904550012,0.6200011262549924,1.703489899635315,0.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s2024,simple_spread_v3,Spread,krum,Krum,sign_flip,2024,6,1,0.16666666666666666,-1.1496958794402818,0.03265341760732651,-28.207845476319655,1.1973131964884314,0.7428636158161928,1.7391564965248107,0.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s32768,simple_spread_v3,Spread,krum,Krum,sign_flip,32768,6,1,0.16666666666666666,-1.1695610452053071,0.033939594366094096,-28.8330963305536,1.2555632053391887,0.6889722866450236,1.6816732168197632,0.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s4096,simple_spread_v3,Spread,krum,Krum,sign_flip,4096,6,1,0.16666666666666666,-1.1017792471205632,0.025970294105744356,-27.452576815460585,1.9843591208438305,0.8000628253167287,1.7191119194030762,0.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s42,simple_spread_v3,Spread,krum,Krum,sign_flip,42,6,1,0.16666666666666666,-0.9457722793492946,0.02820045778364184,-23.17084306631743,0.9818768085040874,0.7881568431157294,6.55284081697464,40.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s456,simple_spread_v3,Spread,krum,Krum,sign_flip,456,6,1,0.16666666666666666,-1.160240260937699,0.02147920611842156,-29.198689063251084,0.7406102811342592,0.7546609029829214,6.421823883056641,0.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s789,simple_spread_v3,Spread,krum,Krum,sign_flip,789,6,1,0.16666666666666666,-1.1242466249835537,0.03358636412262391,-27.36164817918151,2.5941556756011397,0.8005449868677381,1.6994879126548768,15.0,,,,
simple_spread_v3_krum_sign_flip_n6_b1_r200_s8192,simple_spread_v3,Spread,krum,Krum,sign_flip,8192,6,1,0.16666666666666666,-1.1365542633380437,0.030283569765567,-27.1835410218369,0.9890485712705408,0.8059778981671316,1.7406018376350403,0.0,,,,
simple_spread_v3_krum_sign_flip_n6_b3_r200_s1024,simple_spread_v3,Spread,krum,Krum,sign_flip,1024,6,3,0.5,-1.0019882197032939,0.03315253021647248,-25.409208369259904,0.64796014876679,0.18962853426339227,1.7137652397155763,0.0,,,,
simple_spread_v3_krum_sign_flip_n6_b3_r200_s123,simple_spread_v3,Spread,krum,Krum,sign_flip,123,6,3,0.5,-0.9985604861050243,0.022337538700692716,-26.597093634746233,1.5657007579444602,0.48553063941421815,6.388019216060639,5.0,,,,
simple_spread_v3_krum_sign_flip_n6_b3_r200_s16384,simple_spread_v3,Spread,krum,Krum,sign_flip,16384,6,3,0.5,-1.0318849267834835,0.022172124575851857,-24.46745269805074,0.7433415473690141,1.178571191459552,1.7415226221084594,150.0,,,,
simple_spread_v3_krum_sign_flip_n6_b3_r200_s2024,simple_spread_v3,Spread,krum,Krum,sign_flip,2024,6,3,0.5,-1.0244625402579706,0.032420961465459336,-25.237549353443928,1.2896764164442012,0.6824620456864156,1.704076850414276,155.0,,,,
simple_spread_v3_krum_sign_flip_n6_b3_r200_s32768,simple_spread_v3,Spread,krum,Krum,sign_flip,32768,6,3,0.5,-1.0538955885362196,0.031673737830146494,-27.19365921259534,0.3621276773921329,0.8882561270445329,1.6869689702987671,5.0,,,,
